(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), 0, empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ ), (c) . (b) . (a), c . b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ ), (d̄) . (c) . (b) . (a), c . b . a<br/> IKNF<sub>2</sub>, d̄ . b . a
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d̄ ), 0, empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ ), (d) . (c) . (b) . (a), c . b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ ), 0, empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (d) . (c̄) . (b) . (a), c̄ . b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c̄ + d ), (d) . (b) . (a), d . b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c̄ + d ), (d) . (c̄) . (b) . (a), c̄ . b . a<br/> IKNF<sub>2</sub>, d . b . a
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c̄ + d̄ ), (c+d) . (c̄+d̄) . (b) . (a), c̄+d̄ . b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ ), (c+d) . (b) . (a), b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ ), (c+d) . (c̄+d̄) . (b) . (a), b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c̄ + d̄ ), (d) . (c̄) . (b) . (a), c̄ . b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ ), (d) . (b) . (a), b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ ), (d) . (c̄) . (b) . (a), b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), 0, empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c̄ + d ), (d) . (c) . (b) . (a), d . b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c̄ + d ), 0, empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c̄ + d̄ ), (d̄) . (c) . (b) . (a), d̄ . b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ ), (c) . (b) . (a), b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ ), (d̄) . (c) . (b) . (a), b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c̄ + d̄ ), 0, empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ ), (d) . (c) . (b) . (a), b . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ ), 0, empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (d) . (c) . (b̄) . (a), d . c . b̄ . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d ), (d) . (c) . (a), d . c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d ), (d) . (c) . (b̄) . (a), d . c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d̄ ), (c) . (b+d) . (b̄+d̄) . (a), c . b+d . b̄+d̄ . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ ), (c) . (b+d) . (a), c . b+d . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ ), (c) . (b+d) . (b̄+d̄) . (a), c . b+d . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d̄ ), (d) . (c) . (b̄) . (a), d . c . b̄ . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ ), (d) . (c) . (a), d . c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ ), (d) . (c) . (b̄) . (a), d . c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (d) . (b+c) . (b̄+c̄) . (a), d . b+c . b̄+c̄ . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d ), (d) . (b+c) . (a), d . b+c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d ), (d) . (b+c) . (b̄+c̄) . (a), d . b+c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d̄ ), (c+d) . (b+d) . (b+c) . (b̄+c̄+d̄) . (a), c+d . b+d . b+c . b̄+c̄+d̄ . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d ), (c+d) . (b+d) . (b+c) . (a), c+d . b+d . b+c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d ), (c+d) . (b+d) . (b+c) . (b̄+c̄+d̄) . (a), c+d . b+d . b+c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d̄ ), (d) . (b+c) . (b̄+c̄) . (a), d . b+c . b̄+c̄ . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d ), (d) . (b+c) . (a), d . b+c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d ), (d) . (b+c) . (b̄+c̄) . (a), d . b+c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (d) . (c) . (b̄) . (a), d . c . b̄ . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d ), (d) . (c) . (a), d . c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d ), (d) . (c) . (b̄) . (a), d . c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d̄ ), (c) . (b+d) . (b̄+d̄) . (a), c . b+d . b̄+d̄ . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d ), (c) . (b+d) . (a), c . b+d . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d ), (c) . (b+d) . (b̄+d̄) . (a), c . b+d . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d̄ ), (d) . (c) . (b̄) . (a), d . c . b̄ . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d ), (d) . (c) . (a), d . c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d ), (d) . (c) . (b̄) . (a), d . c . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (c+d̄) . (c̄+d) . (b+d) . (b+c) . (b̄+d̄) . (b̄+c̄) . (a), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d ), (c+d̄) . (c̄+d) . (b+d) . (b+c) . (a), c+d̄ . c̄+d . b+c . a<br/> IKNF<sub>2</sub>, c+d̄ . c̄+d . b+d . a
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d ), (c+d̄) . (c̄+d) . (b+d) . (b+c) . (b̄+d̄) . (b̄+c̄) . (a), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d̄ ), (c+d̄) . (b+d) . (b+c) . (b̄+d̄) . (a), b+d . b+c . b̄+d̄ . a<br/> IKNF<sub>2</sub>, c+d̄ . b+d . b̄+d̄ . a
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d̄ ), (c+d̄) . (b+d) . (b+c) . (a), c+d̄ . b+d . a, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d̄ ), (c+d̄) . (b+d) . (b+c) . (b̄+d̄) . (a), b+d . b+c . b̄+d̄ . a<br/> IKNF<sub>2</sub>, c+d̄ . b+d . a
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d̄ ), (c+d̄) . (c̄+d) . (b+d) . (b+c) . (b̄+d̄) . (b̄+c̄) . (a), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d̄ ), (c+d̄) . (c̄+d) . (b+d) . (b+c) . (a), c+d̄ . b+d . a<br/> IKNF<sub>2</sub>, c+d̄ . c̄+d . b+c . a
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d̄ ), (c+d̄) . (c̄+d) . (b+d) . (b+c) . (b̄+d̄) . (b̄+c̄) . (a), empty, empty
